Дата;Температура, °С
19-05-2012;20.00
20-05-2012;20.10
21-05-2012;20.50
22-05-2012;20.80
23-05-2012;19.70
24-05-2012;12.30
25-05-2012;12.20
26-05-2012;14.60
27-05-2012;15.40
28-05-2012;15.60
29-05-2012;16.40
30-05-2012;19.70
31-05-2012;19.10
01-06-2012;18.40
02-06-2012;18.00
03-06-2012;15.90
04-06-2012;12.60
05-06-2012;15.50
06-06-2012;19.30
07-06-2012;23.80
08-06-2012;23.40
09-06-2012;18.50
10-06-2012;17.35
11-06-2012;19.90
12-06-2012;22.80
13-06-2012;26.00
14-06-2012;27.10
15-06-2012;24.70
16-06-2012;22.90
17-06-2012;20.30
18-06-2012;20.30
