Дата;Температура, °С
21-01-2017;-7.46
22-01-2017;-8.41
23-01-2017;-7.80
24-01-2017;-3.69
25-01-2017;-10.12
26-01-2017;-18.64
27-01-2017;-16.77
28-01-2017;-17.54
29-01-2017;-20.29
30-01-2017;-18.99
31-01-2017;-17.35
01-02-2017;-12.10
02-02-2017;-8.41
03-02-2017;-12.40
04-02-2017;-16.22
05-02-2017;-14.63
06-02-2017;-16.78
07-02-2017;-19.95
08-02-2017;-17.76
09-02-2017;-12.46
10-02-2017;-6.44
11-02-2017;-8.91
12-02-2017;-9.44
13-02-2017;-7.32
14-02-2017;-8.52
15-02-2017;-8.55
16-02-2017;-9.08
17-02-2017;-10.55
18-02-2017;-7.69
19-02-2017;-1.14
20-02-2017;0.24
