Дата;Температура, °С
11-08-2012;23.70
12-08-2012;21.20
13-08-2012;18.90
14-08-2012;17.50
15-08-2012;17.70
16-08-2012;16.90
17-08-2012;16.70
18-08-2012;16.70
19-08-2012;19.30
20-08-2012;17.30
21-08-2012;14.90
22-08-2012;13.70
23-08-2012;14.00
24-08-2012;14.70
25-08-2012;14.00
26-08-2012;14.40
27-08-2012;13.60
28-08-2012;13.20
29-08-2012;15.70
30-08-2012;18.80
31-08-2012;17.80
01-09-2012;12.10
02-09-2012;7.90
03-09-2012;8.10
04-09-2012;9.70
05-09-2012;11.80
06-09-2012;14.00
07-09-2012;15.70
08-09-2012;17.60
09-09-2012;14.40
10-09-2012;14.20
