Дата;Температура, °С
23-11-2019;-6.29
24-11-2019;-9.58
25-11-2019;-12.48
26-11-2019;-9.88
27-11-2019;-9.27
28-11-2019;-7.98
29-11-2019;-9.21
30-11-2019;-7.29
01-12-2019;-6.79
02-12-2019;-6.69
03-12-2019;-9.10
04-12-2019;-10.24
05-12-2019;-9.15
06-12-2019;-6.30
07-12-2019;-1.78
08-12-2019;-5.21
09-12-2019;-1.37
10-12-2019;-1.90
11-12-2019;-2.00
12-12-2019;-4.29
13-12-2019;-9.12
14-12-2019;-12.03
15-12-2019;-11.76
16-12-2019;-9.17
17-12-2019;-8.52
18-12-2019;-7.68
19-12-2019;-8.73
20-12-2019;-9.23
21-12-2019;-13.08
22-12-2019;-14.55
23-12-2019;-10.67
