Дата;Температура, °С
08-06-2019;16.64
09-06-2019;17.42
10-06-2019;18.02
11-06-2019;17.03
12-06-2019;18.74
13-06-2019;19.71
14-06-2019;18.24
15-06-2019;16.62
16-06-2019;17.20
17-06-2019;15.03
18-06-2019;15.63
19-06-2019;16.98
20-06-2019;17.75
21-06-2019;18.42
22-06-2019;19.02
23-06-2019;17.99
24-06-2019;16.15
25-06-2019;15.54
26-06-2019;18.42
27-06-2019;19.72
28-06-2019;20.84
29-06-2019;19.96
30-06-2019;17.04
01-07-2019;16.88
02-07-2019;18.72
03-07-2019;19.99
04-07-2019;20.50
05-07-2019;20.14
06-07-2019;20.00
07-07-2019;20.93
08-07-2019;20.48
