Дата;Температура, °С
26-03-2011;-5.61
27-03-2011;-5.11
28-03-2011;-2.15
29-03-2011;0.41
30-03-2011;-0.84
31-03-2011;-0.45
01-04-2011;-2.17
02-04-2011;2.29
03-04-2011;6.13
04-04-2011;5.07
05-04-2011;4.66
06-04-2011;4.60
07-04-2011;3.90
08-04-2011;4.66
09-04-2011;2.05
10-04-2011;2.64
11-04-2011;2.38
12-04-2011;1.74
13-04-2011;2.75
14-04-2011;2.65
15-04-2011;3.69
16-04-2011;4.66
17-04-2011;6.02
18-04-2011;7.64
19-04-2011;4.29
20-04-2011;2.98
21-04-2011;5.85
22-04-2011;8.25
23-04-2011;10.17
24-04-2011;11.53
25-04-2011;12.38
