Дата;Температура, °С
05-09-2015;10.87
06-09-2015;12.44
07-09-2015;15.99
08-09-2015;16.82
09-09-2015;16.38
10-09-2015;13.84
11-09-2015;10.14
12-09-2015;7.85
13-09-2015;9.35
14-09-2015;8.72
15-09-2015;9.39
16-09-2015;9.07
17-09-2015;8.27
18-09-2015;8.84
19-09-2015;10.77
20-09-2015;11.36
21-09-2015;8.99
22-09-2015;9.68
23-09-2015;10.20
24-09-2015;9.03
25-09-2015;8.34
26-09-2015;8.70
27-09-2015;10.71
28-09-2015;13.95
29-09-2015;12.26
30-09-2015;7.42
01-10-2015;4.09
02-10-2015;3.98
03-10-2015;5.15
04-10-2015;3.64
05-10-2015;3.22
