Дата;Температура, °С
22-03-2014;5.38
23-03-2014;8.56
24-03-2014;8.82
25-03-2014;8.93
26-03-2014;10.78
27-03-2014;9.13
28-03-2014;8.35
29-03-2014;2.35
30-03-2014;-0.18
31-03-2014;3.86
01-04-2014;6.38
02-04-2014;2.60
03-04-2014;2.39
04-04-2014;4.54
05-04-2014;6.09
06-04-2014;4.80
07-04-2014;8.22
08-04-2014;10.64
09-04-2014;10.21
10-04-2014;9.61
11-04-2014;6.71
12-04-2014;7.15
13-04-2014;8.73
14-04-2014;10.10
15-04-2014;10.90
16-04-2014;12.55
17-04-2014;14.84
18-04-2014;15.71
19-04-2014;16.69
20-04-2014;14.95
21-04-2014;14.24
