Дата;Температура, °С
25-11-2017;-6.12
26-11-2017;-7.43
27-11-2017;-8.24
28-11-2017;-7.25
29-11-2017;-6.84
30-11-2017;-5.92
01-12-2017;-5.47
02-12-2017;-6.28
03-12-2017;-4.37
04-12-2017;-2.82
05-12-2017;-3.41
06-12-2017;-4.73
07-12-2017;-5.67
08-12-2017;-6.25
09-12-2017;-6.98
10-12-2017;-7.72
11-12-2017;-8.04
12-12-2017;-7.96
13-12-2017;-6.64
14-12-2017;-6.71
15-12-2017;-6.26
16-12-2017;-5.82
17-12-2017;-5.98
18-12-2017;-6.54
19-12-2017;-7.67
20-12-2017;-7.89
21-12-2017;-6.62
22-12-2017;-6.44
23-12-2017;-6.63
24-12-2017;-7.23
25-12-2017;-8.14
