Дата;Температура, °С
08-08-2015;22.06
09-08-2015;22.67
10-08-2015;23.31
11-08-2015;21.32
12-08-2015;20.29
13-08-2015;21.45
14-08-2015;18.03
15-08-2015;16.18
16-08-2015;14.80
17-08-2015;12.98
18-08-2015;12.10
19-08-2015;13.12
20-08-2015;14.42
21-08-2015;16.11
22-08-2015;17.41
23-08-2015;17.34
24-08-2015;14.37
25-08-2015;14.95
26-08-2015;17.28
27-08-2015;18.15
28-08-2015;17.83
29-08-2015;18.58
30-08-2015;15.21
31-08-2015;14.40
01-09-2015;13.48
02-09-2015;14.71
03-09-2015;14.49
04-09-2015;14.75
05-09-2015;15.11
06-09-2015;14.27
07-09-2015;14.02
