Дата;Температура, °С
11-07-2015;15.43
12-07-2015;14.20
13-07-2015;13.55
14-07-2015;14.67
15-07-2015;15.61
16-07-2015;16.14
17-07-2015;16.55
18-07-2015;15.89
19-07-2015;17.07
20-07-2015;17.32
21-07-2015;15.53
22-07-2015;17.19
23-07-2015;18.07
24-07-2015;18.94
25-07-2015;19.73
26-07-2015;21.23
27-07-2015;22.23
28-07-2015;21.17
29-07-2015;20.07
30-07-2015;19.11
31-07-2015;18.74
01-08-2015;16.43
02-08-2015;16.91
03-08-2015;17.46
04-08-2015;18.45
05-08-2015;18.41
06-08-2015;17.99
07-08-2015;19.27
08-08-2015;22.06
09-08-2015;22.67
10-08-2015;23.31
