Дата;Температура, °С
31-05-2019;19.41
01-06-2019;18.38
02-06-2019;17.97
03-06-2019;17.75
04-06-2019;16.77
05-06-2019;19.22
06-06-2019;21.21
07-06-2019;22.76
08-06-2019;23.67
09-06-2019;23.80
10-06-2019;22.62
11-06-2019;22.07
12-06-2019;20.07
13-06-2019;16.30
14-06-2019;16.27
15-06-2019;16.90
16-06-2019;17.62
17-06-2019;19.51
18-06-2019;21.07
19-06-2019;21.73
20-06-2019;22.59
21-06-2019;23.52
22-06-2019;24.68
23-06-2019;22.38
24-06-2019;20.34
25-06-2019;18.52
26-06-2019;16.97
27-06-2019;15.87
28-06-2019;14.38
29-06-2019;11.98
30-06-2019;14.62
