Дата;Температура, °С
31-03-2012;-6.70
01-04-2012;-4.10
02-04-2012;-2.00
03-04-2012;-1.10
04-04-2012;-1.10
05-04-2012;0.20
06-04-2012;1.10
07-04-2012;-1.20
08-04-2012;-2.70
09-04-2012;-1.50
10-04-2012;0.90
11-04-2012;3.80
12-04-2012;5.30
13-04-2012;5.20
14-04-2012;4.60
15-04-2012;4.30
16-04-2012;1.60
17-04-2012;2.80
18-04-2012;3.00
19-04-2012;1.90
20-04-2012;3.50
21-04-2012;6.70
22-04-2012;6.40
23-04-2012;6.40
24-04-2012;6.40
25-04-2012;5.90
26-04-2012;5.70
27-04-2012;7.80
28-04-2012;8.60
29-04-2012;6.95
30-04-2012;5.50
