Дата;Температура, °С
01-05-2012;5.40
02-05-2012;3.50
03-05-2012;3.80
04-05-2012;3.90
05-05-2012;4.30
06-05-2012;7.49
07-05-2012;8.39
08-05-2012;7.40
09-05-2012;12.70
10-05-2012;15.60
11-05-2012;15.50
12-05-2012;11.50
13-05-2012;5.60
14-05-2012;9.70
15-05-2012;13.60
16-05-2012;14.90
17-05-2012;20.60
18-05-2012;18.70
19-05-2012;13.60
20-05-2012;15.20
21-05-2012;15.90
22-05-2012;13.00
23-05-2012;8.80
24-05-2012;8.90
25-05-2012;10.00
26-05-2012;13.80
27-05-2012;13.60
28-05-2012;16.00
29-05-2012;10.00
30-05-2012;9.30
31-05-2012;9.50
