Дата;Температура, °С
31-08-2011;18.91
01-09-2011;16.74
02-09-2011;15.73
03-09-2011;13.29
04-09-2011;12.47
05-09-2011;11.85
06-09-2011;12.18
07-09-2011;12.50
08-09-2011;12.78
09-09-2011;13.21
10-09-2011;12.13
11-09-2011;12.50
12-09-2011;12.77
13-09-2011;12.42
14-09-2011;15.85
15-09-2011;14.80
16-09-2011;13.35
17-09-2011;11.07
18-09-2011;11.31
19-09-2011;10.48
20-09-2011;12.38
21-09-2011;12.49
22-09-2011;11.98
23-09-2011;13.56
24-09-2011;10.30
25-09-2011;8.92
26-09-2011;9.46
27-09-2011;10.37
28-09-2011;10.72
29-09-2011;8.23
30-09-2011;9.04
