Дата;Температура, °С
31-08-2014;12.76
01-09-2014;9.18
02-09-2014;9.04
03-09-2014;9.84
04-09-2014;10.40
05-09-2014;11.10
06-09-2014;11.69
07-09-2014;9.44
08-09-2014;7.76
09-09-2014;6.67
10-09-2014;7.44
11-09-2014;8.94
12-09-2014;11.94
13-09-2014;12.90
14-09-2014;8.81
15-09-2014;7.41
16-09-2014;6.64
17-09-2014;4.39
18-09-2014;3.40
19-09-2014;5.55
20-09-2014;7.24
21-09-2014;7.88
22-09-2014;9.44
23-09-2014;10.55
24-09-2014;10.73
25-09-2014;8.22
26-09-2014;6.59
27-09-2014;4.82
28-09-2014;5.37
29-09-2014;6.46
30-09-2014;6.65
