Дата;Температура, °С
01-12-2016;-17.02
02-12-2016;-18.80
03-12-2016;-16.24
04-12-2016;-14.62
05-12-2016;-15.33
06-12-2016;-14.90
07-12-2016;-15.36
08-12-2016;-22.00
09-12-2016;-22.90
10-12-2016;-16.19
11-12-2016;-11.24
12-12-2016;-17.09
13-12-2016;-18.75
14-12-2016;-21.00
15-12-2016;-22.55
16-12-2016;-24.21
17-12-2016;-25.42
18-12-2016;-26.65
19-12-2016;-26.71
20-12-2016;-33.18
21-12-2016;-32.49
22-12-2016;-31.27
23-12-2016;-24.67
24-12-2016;-13.43
25-12-2016;-10.15
26-12-2016;-10.91
27-12-2016;-9.96
28-12-2016;-8.41
29-12-2016;-6.23
30-12-2016;-8.00
31-12-2016;-7.29
