Дата;Температура, °С
01-07-2015;18.14
02-07-2015;17.22
03-07-2015;15.10
04-07-2015;10.83
05-07-2015;12.72
06-07-2015;14.16
07-07-2015;11.34
08-07-2015;12.32
09-07-2015;13.41
10-07-2015;14.96
11-07-2015;18.18
12-07-2015;18.75
13-07-2015;17.16
14-07-2015;17.06
15-07-2015;17.55
16-07-2015;17.61
17-07-2015;17.18
18-07-2015;16.25
19-07-2015;15.38
20-07-2015;15.09
21-07-2015;17.72
22-07-2015;18.93
23-07-2015;17.76
24-07-2015;17.54
25-07-2015;16.51
26-07-2015;16.61
27-07-2015;15.66
28-07-2015;17.21
29-07-2015;18.10
30-07-2015;19.09
31-07-2015;20.34
