Дата;Температура, °С
01-10-2011;8.05
02-10-2011;7.13
03-10-2011;7.79
04-10-2011;8.72
05-10-2011;9.63
06-10-2011;9.62
07-10-2011;10.33
08-10-2011;11.67
09-10-2011;10.38
10-10-2011;9.61
11-10-2011;10.09
12-10-2011;10.03
13-10-2011;9.22
14-10-2011;7.59
15-10-2011;5.35
16-10-2011;4.16
17-10-2011;4.25
18-10-2011;4.59
19-10-2011;4.08
20-10-2011;5.19
21-10-2011;5.63
22-10-2011;4.88
23-10-2011;3.47
24-10-2011;2.80
25-10-2011;2.36
26-10-2011;2.12
27-10-2011;2.15
28-10-2011;2.18
29-10-2011;0.97
30-10-2011;1.34
31-10-2011;1.96
