Дата;Температура, °С
31-05-2020;12.61
01-06-2020;12.22
02-06-2020;13.38
03-06-2020;11.64
04-06-2020;11.06
05-06-2020;11.01
06-06-2020;12.29
07-06-2020;13.49
08-06-2020;14.39
09-06-2020;13.31
10-06-2020;12.35
11-06-2020;14.99
12-06-2020;18.34
13-06-2020;19.88
14-06-2020;19.64
15-06-2020;16.02
16-06-2020;14.29
17-06-2020;15.76
18-06-2020;16.83
19-06-2020;15.25
20-06-2020;13.72
21-06-2020;14.12
22-06-2020;16.89
23-06-2020;18.37
24-06-2020;20.22
25-06-2020;19.89
26-06-2020;20.26
27-06-2020;20.73
28-06-2020;19.94
29-06-2020;18.46
30-06-2020;19.44
